Unnamed: 0,Comment,Rating
228,"I'm using this laptop from last 20 days. It is value for money laptop. AMD ryzen 5 5500U is powerful as well as efficient processor. NVIDIA GTX 1650 graphics are good. Battery is also decent, if we use only for browsing then you can use upto 8hrs and video playback upto 6-7 hrs and for gaming 3-4 hrs. but I suggest to play games with charger plugged in.

Pros:

1) Dual fans for cooling the laptop.
2) Wifi 6.
3) 135W charger charges within 1hr 15mins upto 95%
4) SSD is also faster, boots up l...
READ MORE",4
229,This is very reliable laptop nd I used last 10 days nd after that I have give exactly review of this laptop Overall best performance nd good booting nd also u can edit video like a professional like premiere Pro,5
230,This laptop battery backup is superb for office work if you charge it in the morning you can use it for 6-7 hours you can’t expect that much battery life if you play games but for office work it’s battery backup is superb and laptop look is also good and design also.,4
231,"I have used this laptop for over 3 months now. So, here is my review.
I got this for 54k (8gb variant) and for the price, this is really a steal.
In my real world usage, I found that the battery and screen is excellent. You cannot expect more in this price. With continuous browsing and streaming, you will get more than 5 hours of battery. And when you are not connected to internet you will get more than 7 hours. And the display is bright, sharp and anti-glare but the colours are average (thi...
READ MORE",4
232,"After two days of usage, laptop is working great. It is snappy and apps open very fast with zero lag.
I got battery backup of 5 hours with browsing and watching content.

Cons: 0.9 MP webcam is below average. Speaker volume is a bit low. I use headphones so I don't mind.
Also note that lifetime MS Office is not provided.

I got it for 54990. Buy it asap before they increase the price even more",5
233,"Guys if you are a heavy gamer... Then u must not be here... As this price segment is not for heavy gamers... But if you are a casual gamer then trust me guys go with acer aspire 7 ryzen 5500u... It is really a battery power house... It will last almost 6 to 7 hours if you are using wifi and doing multi tasking.... And the msi gf63 thin with i5 9th Gen has a max q processor which is still not good for gaming compared to acer aspire 7 ryzen 5500u.... And you will only get 3 to 4 hrs of battery ...
READ MORE",5
234,"Worth every penny.
Pros:
1. Build Quality
2. AMD Ryzen processor(Hexa core-12 threads)
3. GTX 1650
3. Color Accuracy
4. 3.2Gen ports available
5. Less bezels(left&right)
6. Trackpad was large in size.
7. 3200MHz RAM(preinstalled 8GB)

Cons:
1. Backlight keyboard(only white color with on/off. No brightness adjustment for keyboard backlight)
2. Single slot for SSD
3. Display brightness is bit low in outdoor conditions. Clearly readable but not suitable for watching shows/ playing games,...

Ov...
READ MORE",5
235,Nice product in this budget range I got this for 56k and i don't think so any other product can compete this beast every thing is good except sound is less then mobile and display is average for student and casual gamer best laptop,4
236,Great specs for this price range. Laptop lid is not sturdy. Display is good. Ubuntu 20.04 on dual boot working flawless. Webcam is not so great. Speakers sound is sufficient enough. Overall it is good so far.,4
237,"this laptop is perfect, it has everything that u can ask for in this price, good screen, best design, best build quality, best cpu, best gpu, good battery backup (upto 5hrs for normal usage & YouTube) and well speakers sounds low but plenty of 3rd party software to boost it up (fx sound/pot player) , so no worries, I have been using it for almost 1 month now, every single thing is best but except for one thing i.e heating, if u want to play really heavy games not gta, farcry, valorant, league...
READ MORE",5
238,"Only one word - Superb!

It boots up lightening fast and ready to use in just 5-8 seconds. Freaking awesome speed! All the games and apps that i have tried ran smoothly as expected and sometimes beyond expectations. The two downsides are its poor webcam ( which we never use) and the battery. The battery runs out very fast while gaming. 1-2 hours. Otherwise for normal use it will stay up for at least 5-7 hours. You can watch detailed performance reviews on YouTube and all of them are mostly true.",5
239,"The Best!
It's the best performing laptop within 55k budget range. It performs like 88k+ price laptops. You can run almost every high end game on this smoothly! And Premier Pro runs buttery smooth on this machine. Only compromise you'll make is quality. It is more of a delicate product of which you have to take atmost care of.",5
240,"Amd Ryzen is way to go with laptops, it's performing neck to neck with my Acer predator i7 version from year back. Given its 30k lesser and has lower version of CPU.

Excellent for daily tasks and browsing
Moderate for design work
All right for video editing

Overall it's quick and good heat management with decent battery.",5
241,"Review after one week of using:-
1) This laptop is a mid range beast.. You can have a great gaming experience and also 4k video editing without any frame drop...
2)Build quality is not that great but it's good for this price range you can't expect more.
3) Sound Quality is average but comparatively its acceptable. you can use earphone for better audio.

Next Update after 3 months of use.🙂",5
242,"To be very honest this is amazing product.
The only con is that build quality is not that good but you can manage. The biggest myth is sound quality which quite loud in this but the 720p camera is very very bad , like bad as my previous laptop which was just 18000 in price .
In a nuty go for it don't think too much beleive me you will proud of your decision.
One thing to be noted this is my review after 2 hrs of its delivery.",5
243,"I've had this laptop for a month now and I'm all praises for this one. The hardware is the best you can get at this price point. The battery backup is pretty good, and in my one month of usage I've never faced any heating issues. The matte display is great, but the brightness is not adequate for outdoor usage. The speaker quality and sound is pretty decent too. Also, the keyboard is a little compact for my liking (most people won't find that to be a problem). But I must add that the camera qu...
READ MORE",5
244,"Outstanding performance in this price range like a gaming laptop in this budget I am very happy with this lappy😘.
My review after 6 months.",5
245,"It's been a week, but the performance of this laptop has been fantastic. AMD has done a great job with their Ryzen 5500u processor; and that coupled with NVIDIA 1650 GPU delivers an exceptional performance. Cherry on the top is the SSD support - OS boot and app switching is seamless and quick. The laptop is excellent overall, and I couldn't find any significant downsides till now.",5
